FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
150614;0000;;;6,33864;
150615;0000;;;11,029;
150616;0000;;;13,5978;
150617;0000;;;18,7616;
150618;0000;;;18,6623;
150619;0000;;;17,0638;
150620;0000;;;16,4052;
150621;0000;;;14,3614;
150622;0000;;;11,0237;
150623;0000;;;13,8585;
150624;0000;;;11,0323;
150625;0000;;;13,5182;
150626;0000;;;13,1209;
150627;0000;;;16,0895;
150628;0000;;;14,5116;
150629;0000;;;13,7097;
150630;0000;;;16,8542;
150701;0000;;;15,4079;
150702;0000;;;13,0344;
150703;0000;;;17,4766;
150704;0000;;;10,3523;
150705;0000;;;14,6263;
150706;0000;;;11,1227;
150707;0000;;;12,9225;
150708;0000;;;15,6569;
150709;0000;;;15,1092;
150710;0000;;;10,9334;
150711;0000;;;11,7219;
150712;0000;;;5,73473;
150713;0000;;;7,58138;
150714;0000;;;10,4701;
150715;0000;;;14,8069;
150716;0000;;;13,717;
150717;0000;;;14,4422;
150718;0000;;;12,2641;
150719;0000;;;5,50275;
150720;0000;;;9,72144;
150721;0000;;;13,4472;
150722;0000;;;16,8215;
150723;0000;;;15,5385;
150724;0000;;;14,3736;
150725;0000;;;15,2672;
150726;0000;;;13,7443;
150727;0000;;;8,60336;
150728;0000;;;8,39493;
150729;0000;;;15,1044;
150730;0000;;;12,6131;
150731;0000;;;12,3324;
150801;0000;;;11,8415;
150802;0000;;;11,3766;
150803;0000;;;12,3583;
150804;0000;;;16,1375;
150805;0000;;;5,83776;
150806;0000;;;3,35696;
150807;0000;;;8,86008;
150808;0000;;;2,71158;
150809;0000;;;4,37955;
150810;0000;;;6,27618;
150811;0000;;;6,65565;
150812;0000;;;8,06651;
150813;0000;;;10,7881;
150814;0000;;;7,98609;
150815;0000;;;5,78977;
150816;0000;;;5,56246;
150817;0000;;;9,7066;
150818;0000;;;9,14282;
150819;0000;;;10,3825;
150820;0000;;;8,55783;
150821;0000;;;6,17455;
150822;0000;;;6,97834;
150823;0000;;;9,22078;
150824;0000;;;10,2946;
150825;0000;;;5,34648;
150826;0000;;;7,50124;
150827;0000;;;13,8677;
150828;0000;;;9,2737;
150829;0000;;;8,19739;
150830;0000;;;7,3665;
150831;0000;;;9,86327;
150901;0000;;;8,9846;
150902;0000;;;7,63534;
150903;0000;;;8,75645;
150904;0000;;;8,98198;
150905;0000;;;6,35983;
150906;0000;;;3,90807;
150907;0000;;;4,2088;
150908;0000;;;5,0479;
150909;0000;;;4,53645;
150910;0000;;;4,93091;
150911;0000;;;6,34933;
150912;0000;;;9,38277;
150913;0000;;;11,7748;
150914;0000;;;10,0496;
150915;0000;;;11,187;
150916;0000;;;9,78282;
150917;0000;;;5,8777;
150918;0000;;;6,65991;
150919;0000;;;9,81702;
150920;0000;;;7,20516;
150921;0000;;;5,51318;
150922;0000;;;10,406;
150923;0000;;;8,7262;
150924;0000;;;6,01615;
150925;0000;;;4,58476;
150926;0000;;;8,82677;
150927;0000;;;6,45841;
150928;0000;;;6,01585;
150929;0000;;;7,83112;
150930;0000;;;4,1832;
151001;0000;;;4,65292;
151002;0000;;;5,47273;
151003;0000;;;4,10067;
151004;0000;;;6,56385;
151005;0000;;;5,4115;
151006;0000;;;3,76711;
151007;0000;;;4,80881;
151008;0000;;;4,75809;
151009;0000;;;7,04491;
151010;0000;;;10,1272;
151011;0000;;;11,3666;
151012;0000;;;9,06424;
151013;0000;;;6,28873;
151014;0000;;;6,39832;
151015;0000;;;;
151016;0000;;;7,71071;
151017;0000;;;11,705;
151018;0000;;;8,72104;
151019;0000;;;7,31533;
151020;0000;;;6,74104;
151021;0000;;;6,88689;
151022;0000;;;9,1358;
151023;0000;;;12,1206;
151024;0000;;;9,42603;
151025;0000;;;8,05875;
151026;0000;;;5,51647;
151027;0000;;;4,54105;
151028;0000;;;2,92408;
151029;0000;;;3,64679;
151030;0000;;;3,33805;
151031;0000;;;6,71331;
151101;0000;;;7,6915;
151102;0000;;;3,64002;
151103;0000;;;6,42938;
151104;0000;;;4,47496;
151105;0000;;;4,45085;
151106;0000;;;3,06932;
151107;0000;;;3,87326;
151108;0000;;;3,06395;
151109;0000;;;3,68425;
151110;0000;;;3,71508;
151111;0000;;;4,96234;
151112;0000;;;4,48939;
151113;0000;;;5,16355;
151114;0000;;;3,87883;
151115;0000;;;2,94719;
151116;0000;;;2,9091;
151117;0000;;;3,41551;
151118;0000;;;3,89933;
151119;0000;;;2,96803;
151120;0000;;;6,56374;
151121;0000;;;7,36682;
151122;0000;;;4,10267;
151123;0000;;;5,31339;
151124;0000;;;5,57659;
151125;0000;;;5,60553;
151126;0000;;;5,42283;
151127;0000;;;3,43962;
151128;0000;;;5,25157;
151129;0000;;;4,96833;
151130;0000;;;3,47774;
151201;0000;;;2,73298;
151202;0000;;;3,23191;
151203;0000;;;4,16598;
151204;0000;;;3,96681;
151205;0000;;;3,87585;
151206;0000;;;3,10022;
151207;0000;;;4,12888;
151208;0000;;;4,01566;
151209;0000;;;4,86797;
151210;0000;;;3,75303;
151211;0000;;;3,53497;
151212;0000;;;3,54918;
151213;0000;;;3,54629;
151214;0000;;;3,27852;
151215;0000;;;5,31564;
151216;0000;;;3,20815;
151217;0000;;;6,14247;
151218;0000;;;5,47897;
151219;0000;;;3,48294;
151220;0000;;;3,41566;
151221;0000;;;3,76009;
151222;0000;;;3,78341;
151223;0000;;;3,37578;
151224;0000;;;5,6828;
151225;0000;;;4,47081;
151226;0000;;;6,98238;
151227;0000;;;4,54536;
151228;0000;;;3,79454;
151229;0000;;;4,17257;
151230;0000;;;2,93578;
151231;0000;;;3,63647;
160101;0000;;;4,09161;
160102;0000;;;3,05967;
160103;0000;;;3,28587;
160104;0000;;;3,58253;
160105;0000;;;5,80019;
160106;0000;;;4,9501;
160107;0000;;;3,59579;
160108;0000;;;2,57926;
160109;0000;;;5,78468;
160110;0000;;;4,30988;
160111;0000;;;3,04235;
160112;0000;;;4,47367;
160113;0000;;;5,8025;
160114;0000;;;5,34188;
160115;0000;;;3,69765;
160116;0000;;;4,02866;
160117;0000;;;5,60016;
160118;0000;;;5,54602;
160119;0000;;;6,87536;
160120;0000;;;6,09293;
160121;0000;;;11,3145;
160122;0000;;;9,18721;
160123;0000;;;8,6118;
160124;0000;;;;
160125;0000;;;5,50832;
160126;0000;;;5,19485;
160127;0000;;;5,28011;
160128;0000;;;5,08008;
160129;0000;;;4,39237;
160130;0000;;;4,10094;
160131;0000;;;1,44648;
160201;0000;;;2,62036;
160202;0000;;;2,23645;
160203;0000;;;2,86062;
160204;0000;;;2,30634;
160205;0000;;;1,9246;
160206;0000;;;4,87751;
160207;0000;;;4,59017;
160208;0000;;;3,3308;
160209;0000;;;5,42458;
160210;0000;;;3,99273;
160211;0000;;;5,67577;
160212;0000;;;3,79234;
160213;0000;;;5,7152;
160214;0000;;;5,10347;
160215;0000;;;6,27109;
160216;0000;;;4,42451;
160217;0000;;;6,05032;
160218;0000;;;5,72374;
160219;0000;;;5,38844;
160220;0000;;;6,90627;
160221;0000;;;5,52724;
160222;0000;;;4,61348;
160223;0000;;;6,24951;
160224;0000;;;6,69675;
160225;0000;;;7,62326;
160226;0000;;;6,37749;
160227;0000;;;8,67668;
160228;0000;;;8,57236;
160229;0000;;;5,60267;
160301;0000;;;8,06786;
160302;0000;;;7,92066;
160303;0000;;;4,96732;
160304;0000;;;6,63194;
160305;0000;;;6,15857;
160306;0000;;;5,23762;
160307;0000;;;3,82936;
160308;0000;;;7,09413;
160309;0000;;;7,9817;
160310;0000;;;4,41925;
160311;0000;;;6,14537;
160312;0000;;;5,58254;
160313;0000;;;7,64877;
160314;0000;;;7,53481;
160315;0000;;;6,95245;
160316;0000;;;5,46276;
160317;0000;;;6,29243;
160318;0000;;;7,99907;
160319;0000;;;9,722;
160320;0000;;;7,66625;
160321;0000;;;5,07318;
160322;0000;;;11,2951;
160323;0000;;;8,00174;
160324;0000;;;6,14927;
160325;0000;;;7,60206;
160326;0000;;;6,87598;
160327;0000;;;4,60435;
160328;0000;;;4,45554;
160329;0000;;;7,50134;
160330;0000;;;6,23599;
160331;0000;;;8,02208;
160401;0000;;;8,60025;
160402;0000;;;5,05666;
160403;0000;;;4,04984;
160404;0000;;;6,7578;
160405;0000;;;10,3239;
160406;0000;;;6,28812;
160407;0000;;;8,90161;
160408;0000;;;6,07227;
160409;0000;;;4,41526;
160410;0000;;;6,2299;
160411;0000;;;7,00634;
160412;0000;;;8,09837;
160413;0000;;;11,5492;
160414;0000;;;8,98117;
160415;0000;;;4,55527;
160416;0000;;;5,08019;
160417;0000;;;4,58402;
160418;0000;;;5,30394;
160419;0000;;;4,32159;
160420;0000;;;6,26273;
160421;0000;;;6,84071;
160422;0000;;;6,81016;
160423;0000;;;5,09612;
160424;0000;;;5,36764;
160425;0000;;;5,13226;
160426;0000;;;11,4378;
160427;0000;;;12,8062;
160428;0000;;;10,0855;
160429;0000;;;7,64443;
160430;0000;;;12,1557;
160501;0000;;;7,21991;
160502;0000;;;8,22154;
160503;0000;;;8,80344;
160504;0000;;;7,1363;
160505;0000;;;8,19612;
160506;0000;;;8,09018;
160507;0000;;;7,91917;
160508;0000;;;8,27966;
160509;0000;;;9,42839;
160510;0000;;;10,672;
160511;0000;;;8,48041;
160512;0000;;;11,7483;
160513;0000;;;11,0895;
160514;0000;;;7,93102;
160515;0000;;;6,83724;
160516;0000;;;9,04259;
160517;0000;;;9,46339;
160518;0000;;;9,43506;
160519;0000;;;9,88666;
160520;0000;;;9,46312;
160521;0000;;;6,85999;
160522;0000;;;11,0733;
160523;0000;;;11,0269;
160524;0000;;;16,5377;
160525;0000;;;14,1349;
160526;0000;;;13,6861;
160527;0000;;;13,849;
160528;0000;;;13,9164;
160529;0000;;;11,4243;
160530;0000;;;10,3049;
160531;0000;;;14,3528;
160601;0000;;;14,4812;
160602;0000;;;14,8795;
160603;0000;;;7,15047;
160604;0000;;;6,76482;
160605;0000;;;6,38074;
160606;0000;;;9,03006;
160607;0000;;;13,0463;
160608;0000;;;15,6155;
160609;0000;;;14,4967;
160610;0000;;;17,2421;
160611;0000;;;17,7528;
160612;0000;;;14,6352;
160613;0000;;;10,9544;
160614;0000;;;11,9166;
160615;0000;;;14,5336;
160616;0000;;;14,3269;
160617;0000;;;14,1952;
160618;0000;;;16,0402;
160619;0000;;;12,3113;
160620;0000;;;12,068;
160621;0000;;;20,1071;
160622;0000;;;17,848;
160623;0000;;;12,6955;
160624;0000;;;10,3825;
160625;0000;;;9,00371;
160626;0000;;;10,7878;
160627;0000;;;11,4709;
160628;0000;;;18,2335;
160629;0000;;;11,9881;
160630;0000;;;12,4249;
160701;0000;;;11,199;
160702;0000;;;8,38455;
160703;0000;;;8,90657;
160704;0000;;;7,99989;
160705;0000;;;9,14796;
160706;0000;;;10,4338;
160707;0000;;;12,304;
160708;0000;;;8,22148;
160709;0000;;;9,86336;
160710;0000;;;10,23;
160711;0000;;;5,53156;
160712;0000;;;9,38326;
160713;0000;;;3,14004;
160714;0000;;;4,97172;
160715;0000;;;11,0451;
160716;0000;;;13,4682;
160717;0000;;;8,64742;
160718;0000;;;8,01985;
160719;0000;;;9,25134;
160720;0000;;;10,0419;
160721;0000;;;14,8939;
160722;0000;;;11,1581;
160723;0000;;;8,66089;
160724;0000;;;4,73906;
160725;0000;;;3,88741;
160726;0000;;;9,03116;
160727;0000;;;9,76738;
160728;0000;;;17,5005;
160729;0000;;;12,2186;
160730;0000;;;9,5963;
160731;0000;;;7,80661;
160801;0000;;;9,31352;
160802;0000;;;10,8918;
160803;0000;;;11,9292;
160804;0000;;;11,6561;
160805;0000;;;8,31616;
160806;0000;;;8,19382;
160807;0000;;;7,18466;
160808;0000;;;9,7972;
160809;0000;;;11,5379;
160810;0000;;;7,55559;
160811;0000;;;6,74746;
160812;0000;;;11,6551;
160813;0000;;;10,1963;
160814;0000;;;12,2901;
160815;0000;;;8,96819;
160816;0000;;;6,8037;
160817;0000;;;5,22914;
160818;0000;;;4,40078;
160819;0000;;;3,56337;
160820;0000;;;4,93269;
160821;0000;;;4,8428;
160822;0000;;;3,36079;
160823;0000;;;2,81649;
160824;0000;;;7,68271;
160825;0000;;;9,49962;
160826;0000;;;4,05299;
160827;0000;;;3,80586;
160828;0000;;;4,2871;
160829;0000;;;4,89446;
160830;0000;;;4,24152;
160831;0000;;;3,59098;
160901;0000;;;3,55332;
160902;0000;;;4,56898;
160903;0000;;;4,13223;
160904;0000;;;3,03629;
160905;0000;;;4,6399;
160906;0000;;;9,47835;
160907;0000;;;6,06329;
160908;0000;;;6,24433;
160909;0000;;;8,34592;
160910;0000;;;3,54979;
160911;0000;;;3,90237;
160912;0000;;;4,53506;
160913;0000;;;5,14263;
160914;0000;;;5,26642;
160915;0000;;;3,35733;
160916;0000;;;2,49502;
160917;0000;;;2,25648;
160918;0000;;;2,58987;
160919;0000;;;2,71334;
160920;0000;;;3,4571;
160921;0000;;;2,89808;
160922;0000;;;2,6973;
160923;0000;;;2,82639;
160924;0000;;;2,93897;
160925;0000;;;2,40131;
160926;0000;;;2,81942;
160927;0000;;;2,49213;
160928;0000;;;2,87895;
160929;0000;;;3,24196;
160930;0000;;;2,48224;
161001;0000;;;2,49848;
161002;0000;;;2,68647;
161003;0000;;;2,48639;
161004;0000;;;2,13275;
161005;0000;;;1,60372;
161006;0000;;;1,70792;
161007;0000;;;2,38964;
161008;0000;;;2,69238;
161009;0000;;;2,86104;
161010;0000;;;2,67017;
161011;0000;;;3,163;
161012;0000;;;2,96019;
161013;0000;;;2,61977;
161014;0000;;;2,59356;
161015;0000;;;2,05378;
161016;0000;;;1,93882;
161017;0000;;;2,00817;
161018;0000;;;2,40403;
161019;0000;;;2,31132;
161020;0000;;;2,31139;
161021;0000;;;2,76064;
161022;0000;;;2,17904;
161023;0000;;;2,23262;
161024;0000;;;2,24301;
161025;0000;;;2,23877;
161026;0000;;;2,60445;
161027;0000;;;2,3698;
161028;0000;;;2,09808;
161029;0000;;;2,20773;
161030;0000;;;2,00768;
161031;0000;;;2,29382;
161101;0000;;;1,95705;
161102;0000;;;2,52884;
161103;0000;;;2,83722;
161104;0000;;;2,55267;
161105;0000;;;2,7789;
161106;0000;;;2,72127;
161107;0000;;;2,95002;
161108;0000;;;2,93101;
161109;0000;;;2,79125;
161110;0000;;;3,15643;
161111;0000;;;2,58001;
161112;0000;;;2,81021;
161113;0000;;;2,52333;
161114;0000;;;2,7592;
161115;0000;;;2,56559;
161116;0000;;;2,69759;
161117;0000;;;2,8845;
161118;0000;;;2,65118;
161119;0000;;;2,83445;
161120;0000;;;2,43416;
161121;0000;;;2,73811;
161122;0000;;;2,72343;
161123;0000;;;2,50906;
161124;0000;;;2,81086;
161125;0000;;;2,42938;
161126;0000;;;2,70293;
161127;0000;;;2,50016;
161128;0000;;;2,67393;
161129;0000;;;1,99466;
161130;0000;;;2,08168;
161201;0000;;;;
161202;0000;;;2,9577;
161203;0000;;;2,56225;
161204;0000;;;2,46052;
161205;0000;;;2,42675;
161206;0000;;;2,73885;
161207;0000;;;2,67554;
161208;0000;;;2,50018;
161209;0000;;;2,83507;
161210;0000;;;2,97461;
161211;0000;;;2,55239;
161212;0000;;;2,42852;
161213;0000;;;3,10077;
161214;0000;;;3,27989;
161215;0000;;;3,43998;
161216;0000;;;3,44151;
161217;0000;;;3,33229;
161218;0000;;;2,87713;
161219;0000;;;3,0361;
161220;0000;;;3,10133;
161221;0000;;;2,98377;
161222;0000;;;2,88957;
161223;0000;;;2,97193;
161224;0000;;;2,9478;
161225;0000;;;3,19318;
161226;0000;;;;
161227;0000;;;;
161228;0000;;;;
161229;0000;;;2,79767;
161230;0000;;;4,93328;
161231;0000;;;4,88733;
170101;0000;;;4,94562;
170102;0000;;;4,81857;
170103;0000;;;4,93998;
170104;0000;;;3,52087;
170105;0000;;;3,17429;
170106;0000;;;3,22979;
170107;0000;;;2,86594;
170108;0000;;;2,7693;
170109;0000;;;3,00268;
170110;0000;;;2,80175;
170111;0000;;;2,70764;
170112;0000;;;2,81125;
170113;0000;;;2,90897;
170114;0000;;;2,70525;
170115;0000;;;2,5717;
170116;0000;;;2,80308;
170117;0000;;;3,06842;
170118;0000;;;2,82799;
170119;0000;;;2,76943;
170120;0000;;;2,9133;
170121;0000;;;2,7446;
170122;0000;;;2,80309;
170123;0000;;;2,78287;
170124;0000;;;2,98702;
170125;0000;;;2,9828;
170126;0000;;;2,96856;
170127;0000;;;2,94306;
170128;0000;;;2,75727;
170129;0000;;;2,67014;
170130;0000;;;2,77477;
170131;0000;;;2,91992;
170201;0000;;;2,82743;
170202;0000;;;2,79309;
170203;0000;;;2,76178;
170204;0000;;;2,71618;
170205;0000;;;2,81625;
170206;0000;;;2,80391;
170207;0000;;;2,8773;
170208;0000;;;2,53764;
170209;0000;;;2,63286;
170210;0000;;;2,63058;
170211;0000;;;2,82534;
170212;0000;;;2,86272;
170213;0000;;;2,49606;
170214;0000;;;2,67225;
170215;0000;;;2,81139;
170216;0000;;;2,81813;
170217;0000;;;2,7764;
170218;0000;;;2,58555;
170219;0000;;;2,64392;
170220;0000;;;2,56444;
170221;0000;;;2,51858;
170222;0000;;;3,20025;
170223;0000;;;3,56315;
170224;0000;;;3,68545;
170225;0000;;;3,73873;
170226;0000;;;3,69995;
170227;0000;;;3,89755;
170228;0000;;;3,35357;
170301;0000;;;2,70093;
170302;0000;;;2,57554;
170303;0000;;;2,40685;
170304;0000;;;2,57886;
170305;0000;;;2,71933;
170306;0000;;;2,82439;
170307;0000;;;2,69878;
170308;0000;;;2,46149;
170309;0000;;;2,90641;
170310;0000;;;3,87;
170311;0000;;;3,79482;
170312;0000;;;3,90182;
170313;0000;;;3,6961;
170314;0000;;;2,92625;
170315;0000;;;2,83504;
170316;0000;;;2,81872;
170317;0000;;;2,92871;
170318;0000;;;2,73206;
170319;0000;;;2,69268;
170320;0000;;;2,81078;
170321;0000;;;2,7011;
170322;0000;;;2,84241;
170323;0000;;;3,10754;
170324;0000;;;3,22069;
170325;0000;;;3,13742;
170326;0000;;;3,18425;
170327;0000;;;3,36864;
170328;0000;;;3,40713;
170329;0000;;;3,27502;
170330;0000;;;3,40174;
170331;0000;;;3,45539;
170401;0000;;;3,36276;
170402;0000;;;3,16306;
170403;0000;;;3,44364;
170404;0000;;;3,31578;
170405;0000;;;3,34131;
170406;0000;;;3,37952;
170407;0000;;;3,17771;
170408;0000;;;3,20555;
170409;0000;;;3,38992;
170410;0000;;;3,80423;
170411;0000;;;2,36224;
170412;0000;;;2,8847;
170413;0000;;;4,8188;
170414;0000;;;4,60738;
170415;0000;;;4,50852;
170416;0000;;;4,5645;
170417;0000;;;4,47849;
170418;0000;;;4,42488;
170419;0000;;;4,47269;
170420;0000;;;4,47314;
170421;0000;;;4,10023;
170422;0000;;;2,8788;
170423;0000;;;4,26499;
170424;0000;;;4,22324;
170425;0000;;;4,16521;
170426;0000;;;4,39588;
170427;0000;;;4,72814;
170428;0000;;;4,71681;
170429;0000;;;4,8258;
170430;0000;;;4,55554;
170501;0000;;;4,27;
170502;0000;;;4,77;
170503;0000;;;3,82;
170504;0000;;;3,14;
170505;0000;;;2,91;
170506;0000;;;2,43;
170507;0000;;;2,68;
170508;0000;;;2,62;
170509;0000;;;2,84;
170510;0000;;;2,61;
170511;0000;;;2,47;
170512;0000;;;2,72;
170513;0000;;;2,85;
170514;0000;;;2,8;
170515;0000;;;2,65;
170516;0000;;;2,53;
170517;0000;;;2,74;
170518;0000;;;2,55;
170519;0000;;;2,44;
170520;0000;;;2,89;
170521;0000;;;2,92;
170522;0000;;;3,02;
170523;0000;;;2,94;
170524;0000;;;3,2;
170525;0000;;;2,9;
170526;0000;;;3,12;
170527;0000;;;2,96;
170528;0000;;;2,92;
170529;0000;;;2,99;
170530;0000;;;;
170531;0000;;;3,17;
170601;0000;;;3,95;
170602;0000;;;4;
170603;0000;;;3,41;
170604;0000;;;3,46;
170605;0000;;;3,36;
170606;0000;;;3,29;
170607;0000;;;;
170608;0000;;;;
170609;0000;;;4,16;
170610;0000;;;4,64;
170611;0000;;;4,9;
170612;0000;;;5,16;
170613;0000;;;5,27;
170614;0000;;;4,55;
170615;0000;;;3,63;
170616;0000;;;2,72;
170617;0000;;;2,7;
170618;0000;;;;
170619;0000;;;2,87;
170620;0000;;;5,13;
170621;0000;;;3,58;
170622;0000;;;3,13;
170623;0000;;;4,21;
170624;0000;;;3;
170625;0000;;;2,65;
170626;0000;;;3,48;
170627;0000;;;4,28;
170628;0000;;;6,03;
170629;0000;;;4,81;
170630;0000;;;5,31;
170701;0000;;;4,96;
170702;0000;;;3,86;
170703;0000;;;3,56;
170704;0000;;;3,92;
170705;0000;;;5,48;
170706;0000;;;6,9;
170707;0000;;;6,47;
170708;0000;;;5,04;
170709;0000;;;4,4;
170710;0000;;;4,88;
170711;0000;;;5,99;
170712;0000;;;3,55;
170713;0000;;;2,24;
170714;0000;;;3,96;
170715;0000;;;3,77;
170716;0000;;;3,37;
170717;0000;;;4,95;
170718;0000;;;7,52;
170719;0000;;;7,55;
170720;0000;;;6,39;
170721;0000;;;4,13;
170722;0000;;;5,53;
170723;0000;;;5,77;
170724;0000;;;4,32;
170725;0000;;;6,1;
170726;0000;;;5,84;
170727;0000;;;6,33;
170728;0000;;;5,26;
170729;0000;;;5,52;
170730;0000;;;6,01;
170731;0000;;;6,93;
