FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
150615;0000;;;22,1472;
150616;0000;;;7,03846;
150617;0000;;;;
150618;0000;;;20,3072;
150619;0000;;;24,1961;
150620;0000;;;25,5287;
150621;0000;;;23,4681;
150622;0000;;;28,0437;
150623;0000;;;20,4006;
150624;0000;;;25,4516;
150625;0000;;;22,8438;
150626;0000;;;22,8353;
150627;0000;;;22,4113;
150628;0000;;;24,053;
150629;0000;;;23,6548;
150630;0000;;;22,0289;
150701;0000;;;23,9503;
150702;0000;;;25,9487;
150703;0000;;;22,2177;
150704;0000;;;33,0428;
150705;0000;;;22,5271;
150706;0000;;;19,5759;
150707;0000;;;17,6224;
150708;0000;;;19,2554;
150709;0000;;;17,234;
150710;0000;;;19,0339;
150711;0000;;;18,9438;
150712;0000;;;31,1128;
150713;0000;;;32,7302;
150714;0000;;;26,3256;
150715;0000;;;22,4174;
150716;0000;;;24,3307;
150717;0000;;;22,7939;
150718;0000;;;24,6696;
150719;0000;;;35,4105;
150720;0000;;;25,31;
150721;0000;;;21,3557;
150722;0000;;;21,0114;
150723;0000;;;21,1547;
150724;0000;;;22,9065;
150725;0000;;;22,4281;
150726;0000;;;22,1135;
150727;0000;;;26,2299;
150728;0000;;;23,9872;
150729;0000;;;15,7961;
150730;0000;;;26,5422;
150731;0000;;;25,3933;
150801;0000;;;23,5612;
150802;0000;;;22,8291;
150803;0000;;;18,5966;
150804;0000;;;16,2088;
150805;0000;;;31,5276;
150806;0000;;;39,7829;
150807;0000;;;24,3204;
150808;0000;;;44,61;
150809;0000;;;41,5037;
150810;0000;;;32,4075;
150811;0000;;;28,4674;
150812;0000;;;30,6495;
150813;0000;;;27,9545;
150814;0000;;;34,1129;
150815;0000;;;34,402;
150816;0000;;;32,7104;
150817;0000;;;31,1707;
150818;0000;;;27,439;
150819;0000;;;28,995;
150820;0000;;;31,4843;
150821;0000;;;33,5609;
150822;0000;;;28,3865;
150823;0000;;;20,8398;
150824;0000;;;21,6803;
150825;0000;;;30,3305;
150826;0000;;;17,6874;
150827;0000;;;5,86845;
150828;0000;;;13,1176;
150829;0000;;;12,7326;
150830;0000;;;11,0186;
150831;0000;;;12,696;
150901;0000;;;16,8592;
150902;0000;;;21,8217;
150903;0000;;;21,1295;
150904;0000;;;21,7824;
150905;0000;;;23,6535;
150906;0000;;;21,7487;
150907;0000;;;20,8629;
150908;0000;;;18,1398;
150909;0000;;;18,8582;
150910;0000;;;21,0853;
150911;0000;;;22,5958;
150912;0000;;;19,0708;
150913;0000;;;21,7895;
150914;0000;;;19,2367;
150915;0000;;;18,1583;
150916;0000;;;19,2884;
150917;0000;;;25,5292;
150918;0000;;;22,5184;
150919;0000;;;18,842;
150920;0000;;;21,0502;
150921;0000;;;28,3322;
150922;0000;;;16,7254;
150923;0000;;;17,5765;
150924;0000;;;22,9675;
150925;0000;;;24,3887;
150926;0000;;;17,1353;
150927;0000;;;19,2291;
150928;0000;;;15,4771;
150929;0000;;;15,4532;
150930;0000;;;27,5677;
151001;0000;;;31,1834;
151002;0000;;;25,37;
151003;0000;;;30,3169;
151004;0000;;;27,4338;
151005;0000;;;26,8657;
151006;0000;;;30,7191;
151007;0000;;;31,3817;
151008;0000;;;30,2422;
151009;0000;;;28,9147;
151010;0000;;;29,5421;
151011;0000;;;28,6671;
151012;0000;;;25,4355;
151013;0000;;;26,7718;
151014;0000;;;31,9899;
151015;0000;;;;
151016;0000;;;21,5722;
151017;0000;;;21,5154;
151018;0000;;;21,8793;
151019;0000;;;26,2556;
151020;0000;;;20,7081;
151021;0000;;;23,5642;
151022;0000;;;22,8914;
151023;0000;;;24,684;
151024;0000;;;21,3102;
151025;0000;;;16,149;
151026;0000;;;21,2798;
151027;0000;;;23,7467;
151028;0000;;;26,8237;
151029;0000;;;22,8088;
151030;0000;;;25,6612;
151031;0000;;;23,8853;
151101;0000;;;21,6912;
151102;0000;;;27,2313;
151103;0000;;;23,4798;
151104;0000;;;24,279;
151105;0000;;;25,2894;
151106;0000;;;27,9669;
151107;0000;;;23,938;
151108;0000;;;26,8085;
151109;0000;;;20,6897;
151110;0000;;;17,8836;
151111;0000;;;12,1473;
151112;0000;;;13,7342;
151113;0000;;;14,5876;
151114;0000;;;15,0923;
151115;0000;;;14,4263;
151116;0000;;;13,6808;
151117;0000;;;16,9667;
151118;0000;;;21,9885;
151119;0000;;;24,231;
151120;0000;;;18,6557;
151121;0000;;;14,5161;
151122;0000;;;13,9164;
151123;0000;;;13,2511;
151124;0000;;;13,1303;
151125;0000;;;13,2171;
151126;0000;;;14,7315;
151127;0000;;;18,9365;
151128;0000;;;20,6378;
151129;0000;;;18,159;
151130;0000;;;20,6822;
151201;0000;;;20,5473;
151202;0000;;;18,4225;
151203;0000;;;16,8174;
151204;0000;;;17,4883;
151205;0000;;;19,2703;
151206;0000;;;20,735;
151207;0000;;;15,8318;
151208;0000;;;20,9907;
151209;0000;;;18,9621;
151210;0000;;;17,9291;
151211;0000;;;17,9396;
151212;0000;;;19,7987;
151213;0000;;;20,3495;
151214;0000;;;16,477;
151215;0000;;;15,957;
151216;0000;;;18,7506;
151217;0000;;;15,2426;
151218;0000;;;16,518;
151219;0000;;;16,3445;
151220;0000;;;16,5632;
151221;0000;;;13,6858;
151222;0000;;;10,1747;
151223;0000;;;14,249;
151224;0000;;;15,6712;
151225;0000;;;14,5548;
151226;0000;;;12,548;
151227;0000;;;11,9027;
151228;0000;;;10,4734;
151229;0000;;;9,24776;
151230;0000;;;11,3437;
151231;0000;;;12,2211;
160101;0000;;;14,2275;
160102;0000;;;13,0457;
160103;0000;;;10,9885;
160104;0000;;;15,4216;
160105;0000;;;12,6419;
160106;0000;;;12,4243;
160107;0000;;;10,671;
160108;0000;;;12,0672;
160109;0000;;;9,85472;
160110;0000;;;12,4823;
160111;0000;;;14,7517;
160112;0000;;;12,7393;
160113;0000;;;11,9342;
160114;0000;;;17,204;
160115;0000;;;12,4606;
160116;0000;;;11,3887;
160117;0000;;;14,6659;
160118;0000;;;14,2313;
160119;0000;;;12,2856;
160120;0000;;;8,84;
160121;0000;;;3,04934;
160122;0000;;;3,17911;
160123;0000;;;3,75069;
160124;0000;;;;
160125;0000;;;2,8479;
160126;0000;;;2,60971;
160127;0000;;;3,11598;
160128;0000;;;3,57647;
160129;0000;;;4,68786;
160130;0000;;;8,30705;
160131;0000;;;10,1114;
160201;0000;;;6,77202;
160202;0000;;;9,22595;
160203;0000;;;10,7028;
160204;0000;;;10,2115;
160205;0000;;;10,9438;
160206;0000;;;8,24663;
160207;0000;;;8,05151;
160208;0000;;;9,1523;
160209;0000;;;8,89449;
160210;0000;;;9,33969;
160211;0000;;;9,74144;
160212;0000;;;9,57372;
160213;0000;;;7,78877;
160214;0000;;;10,1218;
160215;0000;;;9,47443;
160216;0000;;;9,50665;
160217;0000;;;6,42989;
160218;0000;;;4,72723;
160219;0000;;;10,4253;
160220;0000;;;9,30153;
160221;0000;;;7,95654;
160222;0000;;;7,24834;
160223;0000;;;5,66062;
160224;0000;;;9,06503;
160225;0000;;;9,83095;
160226;0000;;;10,4718;
160227;0000;;;11,0069;
160228;0000;;;9,17142;
160229;0000;;;8,7291;
160301;0000;;;9,17397;
160302;0000;;;12,0496;
160303;0000;;;14,6281;
160304;0000;;;13,5712;
160305;0000;;;15,4601;
160306;0000;;;14,9926;
160307;0000;;;12,4532;
160308;0000;;;12,1803;
160309;0000;;;11,0952;
160310;0000;;;12,4273;
160311;0000;;;13,4493;
160312;0000;;;15,749;
160313;0000;;;13,49;
160314;0000;;;13,796;
160315;0000;;;15,9119;
160316;0000;;;19,2995;
160317;0000;;;17,1392;
160318;0000;;;10,7523;
160319;0000;;;9,94614;
160320;0000;;;16,2535;
160321;0000;;;21,1962;
160322;0000;;;16,6878;
160323;0000;;;23,8027;
160324;0000;;;19,6174;
160325;0000;;;17,4818;
160326;0000;;;24,5739;
160327;0000;;;25,7851;
160328;0000;;;18,3025;
160329;0000;;;13,5472;
160330;0000;;;16,2837;
160331;0000;;;12,2318;
160401;0000;;;13,9309;
160402;0000;;;17,4119;
160403;0000;;;16,6134;
160404;0000;;;16,9542;
160405;0000;;;11,7199;
160406;0000;;;15,5492;
160407;0000;;;9,53694;
160408;0000;;;12,4716;
160409;0000;;;19,3392;
160410;0000;;;18,7738;
160411;0000;;;20,4482;
160412;0000;;;18,4492;
160413;0000;;;9,10446;
160414;0000;;;8,50786;
160415;0000;;;8,7934;
160416;0000;;;5,67896;
160417;0000;;;14,8431;
160418;0000;;;14,5886;
160419;0000;;;16,5018;
160420;0000;;;11,6053;
160421;0000;;;10,6953;
160422;0000;;;15,5644;
160423;0000;;;17,0511;
160424;0000;;;12,2952;
160425;0000;;;14,7879;
160426;0000;;;11,506;
160427;0000;;;9,78056;
160428;0000;;;13,4752;
160429;0000;;;14,8317;
160430;0000;;;18,2926;
160501;0000;;;27,949;
160502;0000;;;14,8206;
160503;0000;;;12,2125;
160504;0000;;;17,2136;
160505;0000;;;17,192;
160506;0000;;;12,8501;
160507;0000;;;10,1171;
160508;0000;;;9,8802;
160509;0000;;;10,2504;
160510;0000;;;9,61188;
160511;0000;;;11,1124;
160512;0000;;;6,83673;
160513;0000;;;6,21337;
160514;0000;;;10,1655;
160515;0000;;;9,42586;
160516;0000;;;8,68069;
160517;0000;;;10,5184;
160518;0000;;;14,0648;
160519;0000;;;8,88481;
160520;0000;;;8,76251;
160521;0000;;;13,1827;
160522;0000;;;8,75366;
160523;0000;;;10,3457;
160524;0000;;;5,49332;
160525;0000;;;6,50227;
160526;0000;;;4,87606;
160527;0000;;;7,47543;
160528;0000;;;6,90669;
160529;0000;;;7,4117;
160530;0000;;;11,159;
160531;0000;;;7,90543;
160601;0000;;;7,93725;
160602;0000;;;5,4184;
160603;0000;;;17,7634;
160604;0000;;;17,0548;
160605;0000;;;15,6938;
160606;0000;;;12,6735;
160607;0000;;;9,52946;
160608;0000;;;7,48757;
160609;0000;;;9,69046;
160610;0000;;;9,63022;
160611;0000;;;10,6629;
160612;0000;;;9,51471;
160613;0000;;;11,7971;
160614;0000;;;10,7065;
160615;0000;;;7,68227;
160616;0000;;;9,09106;
160617;0000;;;10,7815;
160618;0000;;;12,553;
160619;0000;;;11,7003;
160620;0000;;;15,9912;
160621;0000;;;5,23764;
160622;0000;;;7,59265;
160623;0000;;;10,1698;
160624;0000;;;12,3136;
160625;0000;;;15,1538;
160626;0000;;;15,5293;
160627;0000;;;15,0978;
160628;0000;;;9,53476;
160629;0000;;;14,2953;
160630;0000;;;8,50983;
160701;0000;;;10,782;
160702;0000;;;17,8518;
160703;0000;;;16,2033;
160704;0000;;;15,5799;
160705;0000;;;15,3253;
160706;0000;;;14,6653;
160707;0000;;;15,0513;
160708;0000;;;21,7691;
160709;0000;;;16,8135;
160710;0000;;;15,2479;
160711;0000;;;23,0718;
160712;0000;;;10,7361;
160713;0000;;;28,3407;
160714;0000;;;22,4939;
160715;0000;;;11,6124;
160716;0000;;;9,57867;
160717;0000;;;15,594;
160718;0000;;;16,2776;
160719;0000;;;15,6835;
160720;0000;;;14,665;
160721;0000;;;11,4354;
160722;0000;;;11,4947;
160723;0000;;;10,9662;
160724;0000;;;16,3259;
160725;0000;;;22,2952;
160726;0000;;;13,2416;
160727;0000;;;13,8389;
160728;0000;;;9,91351;
160729;0000;;;13,5212;
160730;0000;;;13,4243;
160731;0000;;;17,4799;
160801;0000;;;14,6172;
160802;0000;;;13,2444;
160803;0000;;;14,36;
160804;0000;;;13,363;
160805;0000;;;16,6051;
160806;0000;;;17,6227;
160807;0000;;;16,3403;
160808;0000;;;12,9973;
160809;0000;;;11,9022;
160810;0000;;;17,3105;
160811;0000;;;20,4371;
160812;0000;;;13,9217;
160813;0000;;;14,1669;
160814;0000;;;12,6332;
160815;0000;;;14,0823;
160816;0000;;;15,361;
160817;0000;;;21,0484;
160818;0000;;;24,5729;
160819;0000;;;20,9184;
160820;0000;;;22,0918;
160821;0000;;;19,338;
160822;0000;;;21,0381;
160823;0000;;;22,586;
160824;0000;;;18,6665;
160825;0000;;;17,3833;
160826;0000;;;21,4806;
160827;0000;;;24,6252;
160828;0000;;;25,22;
160829;0000;;;20,075;
160830;0000;;;20,5123;
160831;0000;;;21,2906;
160901;0000;;;22,7899;
160902;0000;;;22,9805;
160903;0000;;;19,5498;
160904;0000;;;19,7473;
160905;0000;;;17,9255;
160906;0000;;;20,3874;
160907;0000;;;25,3893;
160908;0000;;;22,9968;
160909;0000;;;15,9074;
160910;0000;;;26,5852;
160911;0000;;;27,2698;
160912;0000;;;19,5515;
160913;0000;;;20,8163;
160914;0000;;;25,0937;
160915;0000;;;23,3545;
160916;0000;;;20,8524;
160917;0000;;;22,1172;
160918;0000;;;17,5097;
160919;0000;;;22,1526;
160920;0000;;;16,1155;
160921;0000;;;15,5885;
160922;0000;;;18,6044;
160923;0000;;;19,5581;
160924;0000;;;18,7662;
160925;0000;;;27,3997;
160926;0000;;;24,0393;
160927;0000;;;25,9153;
160928;0000;;;27,3686;
160929;0000;;;22,3857;
160930;0000;;;16,5149;
161001;0000;;;17,8354;
161002;0000;;;19,8456;
161003;0000;;;21,245;
161004;0000;;;21,4899;
161005;0000;;;20,8273;
161006;0000;;;21,1194;
161007;0000;;;20,0891;
161008;0000;;;21,0412;
161009;0000;;;19,8422;
161010;0000;;;18,7923;
161011;0000;;;13,3826;
161012;0000;;;11,8651;
161013;0000;;;11,7901;
161014;0000;;;11,9028;
161015;0000;;;17,6108;
161016;0000;;;21,5578;
161017;0000;;;22,8626;
161018;0000;;;20,0399;
161019;0000;;;21,5446;
161020;0000;;;22,7855;
161021;0000;;;17,0901;
161022;0000;;;24,0021;
161023;0000;;;23,4019;
161024;0000;;;19,1646;
161025;0000;;;20,3052;
161026;0000;;;19,6711;
161027;0000;;;22,5954;
161028;0000;;;24,4061;
161029;0000;;;21,7415;
161030;0000;;;24,3339;
161031;0000;;;18,8094;
161101;0000;;;22,0388;
161102;0000;;;19,8579;
161103;0000;;;18,1071;
161104;0000;;;18,2209;
161105;0000;;;17,3849;
161106;0000;;;15,6588;
161107;0000;;;15,535;
161108;0000;;;17,0811;
161109;0000;;;19,9583;
161110;0000;;;19,681;
161111;0000;;;21,1029;
161112;0000;;;15,4069;
161113;0000;;;17,727;
161114;0000;;;12,3026;
161115;0000;;;10,5739;
161116;0000;;;16,2823;
161117;0000;;;18,3274;
161118;0000;;;20,3883;
161119;0000;;;15,2289;
161120;0000;;;15,8678;
161121;0000;;;13,4026;
161122;0000;;;12,4456;
161123;0000;;;13,7882;
161124;0000;;;10,314;
161125;0000;;;14,3944;
161126;0000;;;12,2617;
161127;0000;;;14,2311;
161128;0000;;;16,3476;
161129;0000;;;15,6692;
161130;0000;;;19,7293;
161201;0000;;;18,8513;
161202;0000;;;19,2928;
161203;0000;;;19,5476;
161204;0000;;;18,4893;
161205;0000;;;15,0947;
161206;0000;;;13,4343;
161207;0000;;;15,3956;
161208;0000;;;17,4239;
161209;0000;;;13,9321;
161210;0000;;;11,6319;
161211;0000;;;9,48367;
161212;0000;;;11,118;
161213;0000;;;14,5186;
161214;0000;;;20,6291;
161215;0000;;;16,5751;
161216;0000;;;16,5172;
161217;0000;;;15,2073;
161218;0000;;;14,2667;
161219;0000;;;14,6743;
161220;0000;;;10,4714;
161221;0000;;;13,6692;
161222;0000;;;14,9812;
161223;0000;;;15,1604;
161224;0000;;;12,0004;
161225;0000;;;10,3545;
161226;0000;;;14,7514;
161227;0000;;;14,2928;
161228;0000;;;16,7032;
161229;0000;;;16,1842;
161230;0000;;;12,5753;
161231;0000;;;13,8624;
170101;0000;;;13,3249;
170102;0000;;;13,0212;
170103;0000;;;12,7879;
170104;0000;;;15,8606;
170105;0000;;;14,2552;
170106;0000;;;12,2121;
170107;0000;;;12,4578;
170108;0000;;;7,543;
170109;0000;;;8,12059;
170110;0000;;;14,9647;
170111;0000;;;18,438;
170112;0000;;;15,4966;
170113;0000;;;13,6077;
170114;0000;;;15,7028;
170115;0000;;;14,624;
170116;0000;;;15,064;
170117;0000;;;13,9058;
170118;0000;;;16,1169;
170119;0000;;;17,198;
170120;0000;;;15,5229;
170121;0000;;;19,5202;
170122;0000;;;17,005;
170123;0000;;;17,4268;
170124;0000;;;17,026;
170125;0000;;;16,2833;
170126;0000;;;18,5819;
170127;0000;;;21,0084;
170128;0000;;;24,0226;
170129;0000;;;24,3585;
170130;0000;;;20,8653;
170131;0000;;;20,745;
170201;0000;;;18,3266;
170202;0000;;;18,5686;
170203;0000;;;12,2818;
170204;0000;;;10,4101;
170205;0000;;;15,0946;
170206;0000;;;17,2394;
170207;0000;;;12,7693;
170208;0000;;;14,3431;
170209;0000;;;15,4643;
170210;0000;;;15,1923;
170211;0000;;;12,5134;
170212;0000;;;14,0385;
170213;0000;;;13,9816;
170214;0000;;;13,5231;
170215;0000;;;12,0224;
170216;0000;;;10,004;
170217;0000;;;10,4536;
170218;0000;;;14,8031;
170219;0000;;;11,6857;
170220;0000;;;10,1017;
170221;0000;;;10,7164;
170222;0000;;;11,2735;
170223;0000;;;10,4699;
170224;0000;;;10,8193;
170225;0000;;;10,0622;
170226;0000;;;10,0345;
170227;0000;;;10,3246;
170228;0000;;;11,5816;
170301;0000;;;7,95829;
170302;0000;;;12,3197;
170303;0000;;;17,9181;
170304;0000;;;16,22;
170305;0000;;;15,9978;
170306;0000;;;15,6931;
170307;0000;;;16,1169;
170308;0000;;;12,1851;
170309;0000;;;12,8336;
170310;0000;;;15,8453;
170311;0000;;;16,8876;
170312;0000;;;16,055;
170313;0000;;;16,8158;
170314;0000;;;16,4674;
170315;0000;;;13,6625;
170316;0000;;;17,6705;
170317;0000;;;19,2544;
170318;0000;;;22,0035;
170319;0000;;;20,1172;
170320;0000;;;18,2076;
170321;0000;;;15,9529;
170322;0000;;;20,4142;
170323;0000;;;19,5393;
170324;0000;;;20,009;
170325;0000;;;18,5589;
170326;0000;;;14,3681;
170327;0000;;;12,3897;
170328;0000;;;11,8011;
170329;0000;;;13,2871;
170330;0000;;;11,3528;
170331;0000;;;11,0174;
170401;0000;;;12,0655;
170402;0000;;;12,1084;
170403;0000;;;11,0129;
170404;0000;;;15,264;
170405;0000;;;15,2411;
170406;0000;;;12,4378;
170407;0000;;;15,1886;
170408;0000;;;15,5537;
170409;0000;;;13,3148;
170410;0000;;;10,8656;
170411;0000;;;10,6784;
170412;0000;;;11,8532;
170413;0000;;;10,7155;
170414;0000;;;10,1762;
170415;0000;;;8,73502;
170416;0000;;;10,8229;
170417;0000;;;12,6168;
170418;0000;;;10,6481;
170419;0000;;;9,31839;
170420;0000;;;8,68143;
170421;0000;;;10,1247;
170422;0000;;;11,0399;
170423;0000;;;13,7692;
170424;0000;;;15,0932;
170425;0000;;;13,9462;
170426;0000;;;13,1641;
170427;0000;;;9,28612;
170428;0000;;;10,3142;
170429;0000;;;10,3565;
170430;0000;;;14,407;
170501;0000;;;19;
170502;0000;;;13;
170503;0000;;;10;
170504;0000;;;15;
170505;0000;;;19;
170506;0000;;;26;
170507;0000;;;17;
170508;0000;;;14;
170509;0000;;;12;
170510;0000;;;18;
170511;0000;;;19;
170512;0000;;;16;
170513;0000;;;13;
170514;0000;;;15;
170515;0000;;;13;
170516;0000;;;22;
170517;0000;;;18;
170518;0000;;;22;
170519;0000;;;20;
170520;0000;;;14;
170521;0000;;;16;
170522;0000;;;12;
170523;0000;;;11;
170524;0000;;;7;
170525;0000;;;13;
170526;0000;;;12;
170527;0000;;;14;
170528;0000;;;14;
170529;0000;;;16;
170530;0000;;;16;
170531;0000;;;16;
170601;0000;;;14;
170602;0000;;;13;
170603;0000;;;19;
170604;0000;;;19;
170605;0000;;;16;
170606;0000;;;12;
170607;0000;;;9;
170608;0000;;;14;
170609;0000;;;13;
170610;0000;;;12;
170611;0000;;;13;
170612;0000;;;13;
170613;0000;;;16;
170614;0000;;;14;
170615;0000;;;14;
170616;0000;;;20;
170617;0000;;;24;
170618;0000;;;;
170619;0000;;;7;
170620;0000;;;9;
170621;0000;;;18;
170622;0000;;;21;
170623;0000;;;12;
170624;0000;;;19;
170625;0000;;;23;
170626;0000;;;21;
170627;0000;;;15;
170628;0000;;;10;
170629;0000;;;9;
170630;0000;;;11;
170701;0000;;;13;
170702;0000;;;18;
170703;0000;;;21;
170704;0000;;;24;
170705;0000;;;9;
170706;0000;;;8;
170707;0000;;;11;
170708;0000;;;14;
170709;0000;;;13;
170710;0000;;;11;
170711;0000;;;14;
170712;0000;;;18;
170713;0000;;;19;
170714;0000;;;21;
170715;0000;;;26;
170716;0000;;;23;
170717;0000;;;15;
170718;0000;;;11;
170719;0000;;;12;
170720;0000;;;14;
170721;0000;;;23;
170722;0000;;;18;
170723;0000;;;17;
170724;0000;;;16;
170725;0000;;;12;
170726;0000;;;13;
170727;0000;;;15;
170728;0000;;;17;
170729;0000;;;16;
170730;0000;;;15;
170731;0000;;;15;
170801;0000;;;20;
170802;0000;;;14;
170803;0000;;;18;
170804;0000;;;23;
170805;0000;;;26;
170806;0000;;;14;
170807;0000;;;14;
170808;0000;;;15;
170809;0000;;;21;
170810;0000;;;27;
170811;0000;;;19;
170812;0000;;;20;
170813;0000;;;15;
170814;0000;;;16;
170815;0000;;;15;
170816;0000;;;17;
170817;0000;;;16;
170818;0000;;;17;
170819;0000;;;20;
